"","term_id","source","term_name","p_value","term_size","query_size","intersection_size","precision","recall","effective_domain_size","source_order"
"72","GO:0009179","GO:BP","purine ribonucleoside diphosphate metabolic process",0.000786019148088318,20,465,9,0.0193548387096774,0.45,4876,3812
"73","GO:0009135","GO:BP","purine nucleoside diphosphate metabolic process",0.000786019148088318,20,465,9,0.0193548387096774,0.45,4876,3769
"74","GO:1901606","GO:BP","alpha-amino acid catabolic process",0.000786019148088318,20,465,9,0.0193548387096774,0.45,4876,24898
"75","GO:0009185","GO:BP","ribonucleoside diphosphate metabolic process",0.000786019148088318,20,465,9,0.0193548387096774,0.45,4876,3818
"76","GO:0009142","GO:BP","nucleoside triphosphate biosynthetic process",0.000822128659849126,16,465,8,0.0172043010752688,0.5,4876,3776
"77","GO:0072521","GO:BP","purine-containing compound metabolic process",0.001132922840098,95,465,22,0.0473118279569892,0.231578947368421,4876,20509
"78","GO:0009063","GO:BP","cellular amino acid catabolic process",0.00115553673274,21,465,9,0.0193548387096774,0.428571428571429,4876,3701
"79","GO:0006090","GO:BP","pyruvate metabolic process",0.00115553673274,21,465,9,0.0193548387096774,0.428571428571429,4876,2149
"80","GO:0016054","GO:BP","organic acid catabolic process",0.00128217274981781,26,465,10,0.021505376344086,0.384615384615385,4876,5704
"81","GO:0046395","GO:BP","carboxylic acid catabolic process",0.00128217274981781,26,465,10,0.021505376344086,0.384615384615385,4876,14212
"82","GO:0009056","GO:BP","catabolic process",0.00128217274981781,219,465,39,0.0838709677419355,0.178082191780822,4876,3694
"83","GO:0016053","GO:BP","organic acid biosynthetic process",0.00128416244787591,47,465,14,0.0301075268817204,0.297872340425532,4876,5703
"84","GO:0032991","GO:CC","protein-containing complex",0.00158478770851415,647,449,80,0.178173719376392,0.123647604327666,5284,1590
"85","GO:0045333","GO:BP","cellular respiration",0.00165213691513983,37,465,12,0.0258064516129032,0.324324324324324,4876,13338
"86","GO:0022626","GO:CC","cytosolic ribosome",0.0017343379455561,5,449,4,0.0089086859688196,0.8,5284,1034
"87","GO:0016853","GO:MF","isomerase activity",0.00194558622783419,65,657,19,0.0289193302891933,0.292307692307692,6205,3847
"88","GO:0033177","GO:CC","proton-transporting two-sector ATPase complex, proton-transporting domain",0.00194647878383913,17,449,7,0.0155902004454343,0.411764705882353,5284,1645
"89","GO:0009141","GO:BP","nucleoside triphosphate metabolic process",0.00195992585447034,18,465,8,0.0172043010752688,0.444444444444444,4876,3775
"90","GO:0044238","GO:BP","primary metabolic process",0.00207307274233172,2797,465,304,0.653763440860215,0.108687879871291,4876,12790
"91","GO:0055086","GO:BP","nucleobase-containing small molecule metabolic process",0.00245755482136595,158,465,30,0.0645161290322581,0.189873417721519,4876,16938
"92","GO:0016459","GO:CC","myosin complex",0.00285256814783385,18,449,7,0.0155902004454343,0.388888888888889,5284,889
"93","GO:0009058","GO:BP","biosynthetic process",0.00288249314882408,1055,465,132,0.283870967741935,0.125118483412322,4876,3696
"94","GO:0098754","GO:BP","detoxification",0.00311470894056004,24,465,9,0.0193548387096774,0.375,4876,22283
"95","GO:0097237","GO:BP","cellular response to toxic substance",0.00311470894056004,24,465,9,0.0193548387096774,0.375,4876,21927
"96","GO:1990748","GO:BP","cellular detoxification",0.00311470894056004,24,465,9,0.0193548387096774,0.375,4876,29142
"97","GO:0009636","GO:BP","response to toxic substance",0.00311470894056004,24,465,9,0.0193548387096774,0.375,4876,4039
"98","GO:0098796","GO:CC","membrane protein complex",0.0031514404516158,171,449,28,0.0623608017817372,0.16374269005848,5284,3660
"99","GO:0016701","GO:MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",0.00329143072890455,15,657,8,0.0121765601217656,0.533333333333333,6205,3705
"100","GO:0006163","GO:BP","purine nucleotide metabolic process",0.00331079430513147,90,465,20,0.043010752688172,0.222222222222222,4876,2213
"101","GO:0046394","GO:BP","carboxylic acid biosynthetic process",0.00344239145083724,46,465,13,0.0279569892473118,0.282608695652174,4876,14211
"102","GO:0005882","GO:CC","intermediate filament",0.00409489339841891,6,449,4,0.0089086859688196,0.666666666666667,5284,528
"103","GO:0045111","GO:CC","intermediate filament cytoskeleton",0.00409489339841891,6,449,4,0.0089086859688196,0.666666666666667,5284,2456
"104","GO:0071704","GO:BP","organic substance metabolic process",0.00415136911104541,2886,465,310,0.666666666666667,0.107415107415107,4876,19850
"105","GO:0044283","GO:BP","small molecule biosynthetic process",0.00416202579815501,85,465,19,0.0408602150537634,0.223529411764706,4876,12819
"106","GO:0044271","GO:BP","cellular nitrogen compound biosynthetic process",0.00419115212618361,766,465,100,0.21505376344086,0.130548302872063,4876,12811
"107","GO:0044249","GO:BP","cellular biosynthetic process",0.00567943914995143,1017,465,126,0.270967741935484,0.123893805309735,4876,12797
"108","GO:1902600","GO:BP","proton transmembrane transport",0.00591781496653963,37,465,11,0.0236559139784946,0.297297297297297,4876,25784
"109","GO:1901576","GO:BP","organic substance biosynthetic process",0.00612302995799541,1029,465,127,0.273118279569892,0.123420796890185,4876,24875
"110","GO:0009150","GO:BP","purine ribonucleotide metabolic process",0.00617205553905926,88,465,19,0.0408602150537634,0.215909090909091,4876,3784
"111","GO:0000785","GO:CC","chromatin",0.00618401331135798,45,449,11,0.0244988864142539,0.244444444444444,5284,111
"112","GO:0006508","GO:BP","proteolysis",0.00702808139016761,622,465,83,0.178494623655914,0.133440514469453,4876,2517
"113","GO:0006414","GO:BP","translational elongation",0.00704045365234004,17,465,7,0.0150537634408602,0.411764705882353,4876,2438
"114","GO:0005200","GO:MF","structural constituent of cytoskeleton",0.00756294903095109,17,657,8,0.0121765601217656,0.470588235294118,6205,1714
"115","GO:0046961","GO:MF","proton-transporting ATPase activity, rotational mechanism",0.00756294903095109,10,657,6,0.0091324200913242,0.6,6205,7417
"116","GO:0044769","GO:MF","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.00756294903095109,10,657,6,0.0091324200913242,0.6,6205,7183
"117","GO:0009678","GO:MF","pyrophosphate hydrolysis-driven proton transmembrane transporter activity",0.00756294903095109,10,657,6,0.0091324200913242,0.6,6205,2739
"118","GO:0003746","GO:MF","translation elongation factor activity",0.00756294903095109,10,657,6,0.0091324200913242,0.6,6205,459
"119","GO:0016620","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.00756294903095109,17,657,8,0.0121765601217656,0.470588235294118,6205,3632
"120","GO:0015934","GO:CC","large ribosomal subunit",0.00798897933428489,16,449,6,0.0133630289532294,0.375,5284,857
"121","GO:0016702","GO:MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",0.00902526357120866,14,657,7,0.0106544901065449,0.5,6205,3706
"122","GO:0098869","GO:BP","cellular oxidant detoxification",0.00989124657346397,23,465,8,0.0172043010752688,0.347826086956522,4876,22343
"123","GO:1902221","GO:BP","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",0.00989124657346397,3,465,3,0.00645161290322581,1,4876,25474
"124","GO:1902222","GO:BP","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",0.00989124657346397,3,465,3,0.00645161290322581,1,4876,25475
"125","GO:0006559","GO:BP","L-phenylalanine catabolic process",0.00989124657346397,3,465,3,0.00645161290322581,1,4876,2566
"126","GO:0006558","GO:BP","L-phenylalanine metabolic process",0.00989124657346397,3,465,3,0.00645161290322581,1,4876,2565
"127","GO:0006542","GO:BP","glutamine biosynthetic process",0.00989124657346397,3,465,3,0.00645161290322581,1,4876,2549
"128","GO:0016903","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors",0.0109421794135006,23,657,9,0.0136986301369863,0.391304347826087,6205,3896
"129","GO:0043292","GO:CC","contractile fiber",0.0111379821853168,4,449,3,0.0066815144766147,0.75,5284,2171
"130","GO:0005861","GO:CC","troponin complex",0.0111379821853168,4,449,3,0.0066815144766147,0.75,5284,512
"131","GO:0005865","GO:CC","striated muscle thin filament",0.0111379821853168,4,449,3,0.0066815144766147,0.75,5284,515
"132","GO:0030016","GO:CC","myofibril",0.0111379821853168,4,449,3,0.0066815144766147,0.75,5284,1041
"133","GO:0030017","GO:CC","sarcomere",0.0111379821853168,4,449,3,0.0066815144766147,0.75,5284,1042
"134","GO:0036379","GO:CC","myofilament",0.0111379821853168,4,449,3,0.0066815144766147,0.75,5284,1962
"135","GO:0051287","GO:MF","NAD binding",0.011501268437287,28,657,10,0.015220700152207,0.357142857142857,6205,9199
"136","GO:0005615","GO:CC","extracellular space",0.0119814858255871,72,449,14,0.0311804008908686,0.194444444444444,5284,293
"137","GO:0009259","GO:BP","ribonucleotide metabolic process",0.0127058332528154,94,465,19,0.0408602150537634,0.202127659574468,4876,3891
"138","GO:0019693","GO:BP","ribose phosphate metabolic process",0.0127058332528154,94,465,19,0.0408602150537634,0.202127659574468,4876,6968
"139","GO:1901136","GO:BP","carbohydrate derivative catabolic process",0.0140548120706347,10,465,5,0.010752688172043,0.5,4876,24469
"140","GO:0006006","GO:BP","glucose metabolic process",0.0140548120706347,10,465,5,0.010752688172043,0.5,4876,2068
"141","GO:1990904","GO:CC","ribonucleoprotein complex",0.0155177670773982,90,449,16,0.0356347438752784,0.177777777777778,5284,4447
"142","GO:0004356","GO:MF","glutamate-ammonia ligase activity",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,986
"143","GO:0004180","GO:MF","carboxypeptidase activity",0.0251574591640251,42,657,12,0.0182648401826484,0.285714285714286,6205,842
"144","GO:0010309","GO:MF","acireductone dioxygenase [iron(II)-requiring] activity",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,2808
"145","GO:0016832","GO:MF","aldehyde-lyase activity",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,3826
"146","GO:0043891","GO:MF","glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,7061
"147","GO:0004365","GO:MF","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,995
"148","GO:0016211","GO:MF","ammonia ligase activity",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,3480
"149","GO:0016639","GO:MF","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",0.0251574591640251,3,657,3,0.0045662100456621,1,6205,3651
"150","GO:1901565","GO:BP","organonitrogen compound catabolic process",0.0264111012144347,115,465,21,0.0451612903225806,0.182608695652174,4876,24865
"151","GO:0005874","GO:CC","microtubule",0.0282743615866952,41,449,9,0.0200445434298441,0.219512195121951,5284,522
"152","GO:0005839","GO:CC","proteasome core complex",0.0282743615866952,15,449,5,0.0111358574610245,0.333333333333333,5284,496
"153","GO:0042625","GO:MF","ATPase-coupled ion transmembrane transporter activity",0.0286274564771238,18,657,7,0.0106544901065449,0.388888888888889,6205,6729
"154","GO:0043169","GO:MF","cation binding",0.0286274564771238,1066,657,141,0.214611872146119,0.132270168855535,6205,6832
"155","GO:0051213","GO:MF","dioxygenase activity",0.0286274564771238,18,657,7,0.0106544901065449,0.388888888888889,6205,9191
"156","GO:0016868","GO:MF","intramolecular transferase activity, phosphotransferases",0.0286274564771238,6,657,4,0.0060882800608828,0.666666666666667,6205,3862
"157","GO:0019829","GO:MF","ATPase-coupled cation transmembrane transporter activity",0.0286274564771238,18,657,7,0.0106544901065449,0.388888888888889,6205,4626
"158","GO:0016209","GO:MF","antioxidant activity",0.0299391690394345,23,657,8,0.0121765601217656,0.347826086956522,6205,3478
"159","GO:0022627","GO:CC","cytosolic small ribosomal subunit",0.0312250421261328,2,449,2,0.0044543429844098,1,5284,1035
"160","GO:0006753","GO:BP","nucleoside phosphate metabolic process",0.0342913082776111,133,465,23,0.0494623655913978,0.172932330827068,4876,2750
"161","GO:0018208","GO:BP","peptidyl-proline modification",0.0342913082776111,22,465,7,0.0150537634408602,0.318181818181818,4876,6140
"162","GO:0019538","GO:BP","protein metabolic process",0.0388594762618593,1579,465,177,0.380645161290323,0.112096263457885,4876,6824
"163","GO:1901135","GO:BP","carbohydrate derivative metabolic process",0.039428813284753,275,465,40,0.0860215053763441,0.145454545454545,4876,24468
"164","GO:0009084","GO:BP","glutamine family amino acid biosynthetic process",0.0417869052929236,8,465,4,0.00860215053763441,0.5,4876,3722
"165","GO:0072593","GO:BP","reactive oxygen species metabolic process",0.0417869052929236,8,465,4,0.00860215053763441,0.5,4876,20544
"166","GO:0045263","GO:CC","proton-transporting ATP synthase complex, coupling factor F(o)",0.0425234451026937,6,449,3,0.0066815144766147,0.5,5284,2492
"167","GO:0006631","GO:BP","fatty acid metabolic process",0.0428047826761241,23,465,7,0.0150537634408602,0.304347826086957,4876,2637
"168","GO:0004181","GO:MF","metallocarboxypeptidase activity",0.0430954963271125,35,657,10,0.015220700152207,0.285714285714286,6205,843
"169","GO:0033179","GO:CC","proton-transporting V-type ATPase, V0 domain",0.0434494792189432,11,449,4,0.0089086859688196,0.363636363636364,5284,1647
"170","GO:0004620","GO:MF","phospholipase activity",0.0471055240856523,30,657,9,0.0136986301369863,0.3,6205,1214
"171","GO:0008238","GO:MF","exopeptidase activity",0.0489092378821422,66,657,15,0.0228310502283105,0.227272727272727,6205,2069
