"","term_id","source","term_name","p_value","term_size","query_size","intersection_size","precision","recall","effective_domain_size","source_order"
"32","GO:0043603","GO:BP","cellular amide metabolic process",2.38340828651531e-06,332,532,66,0.12406015037594,0.198795180722892,5290,12532
"33","GO:0043043","GO:BP","peptide biosynthetic process",2.56109154961251e-06,284,532,59,0.110902255639098,0.207746478873239,5290,12201
"34","GO:1901564","GO:BP","organonitrogen compound metabolic process",2.71362652621727e-06,1904,532,250,0.469924812030075,0.131302521008403,5290,24864
"35","GO:0006091","GO:BP","generation of precursor metabolites and energy",3.34197100666689e-06,114,532,32,0.0601503759398496,0.280701754385965,5290,2150
"36","GO:0043604","GO:BP","amide biosynthetic process",3.34197100666689e-06,294,532,60,0.112781954887218,0.204081632653061,5290,12533
"37","GO:0046034","GO:BP","ATP metabolic process",3.34197100666689e-06,61,532,22,0.0413533834586466,0.360655737704918,5290,13856
"38","GO:0006412","GO:BP","translation",7.07129725065985e-06,280,532,57,0.107142857142857,0.203571428571429,5290,2436
"39","GO:0005604","GO:CC","basement membrane",7.62771971889525e-06,11,466,8,0.0171673819742489,0.727272727272727,5503,283
"40","GO:0005975","GO:BP","carbohydrate metabolic process",8.65787010358944e-06,119,532,32,0.0601503759398496,0.26890756302521,5290,2037
"41","GO:0005615","GO:CC","extracellular space",9.02911928745606e-06,74,466,21,0.0450643776824034,0.283783783783784,5503,293
"42","GO:0044391","GO:CC","ribosomal subunit",9.57479193340204e-06,31,466,13,0.0278969957081545,0.419354838709677,5503,2355
"43","GO:0033178","GO:CC","proton-transporting two-sector ATPase complex, catalytic domain",1.25734559059415e-05,19,466,10,0.0214592274678112,0.526315789473684,5503,1646
"44","GO:0099512","GO:CC","supramolecular fiber",1.25734559059415e-05,96,466,24,0.0515021459227468,0.25,5503,3815
"45","GO:0099081","GO:CC","supramolecular polymer",1.25734559059415e-05,96,466,24,0.0515021459227468,0.25,5503,3785
"46","GO:0031012","GO:CC","extracellular matrix",1.25734559059415e-05,23,466,11,0.0236051502145923,0.478260869565217,5503,1218
"47","GO:0006518","GO:BP","peptide metabolic process",1.51622975157374e-05,301,532,59,0.110902255639098,0.196013289036545,5290,2526
"48","GO:0030162","GO:BP","regulation of proteolysis",1.71962064771711e-05,72,532,23,0.0432330827067669,0.319444444444444,5290,7779
"49","GO:0006520","GO:BP","cellular amino acid metabolic process",1.71962064771711e-05,117,532,31,0.0582706766917293,0.264957264957265,5290,2527
"50","GO:0004857","GO:MF","enzyme inhibitor activity",1.94741310492897e-05,69,701,23,0.0328102710413695,0.333333333333333,6552,1427
"51","GO:0006165","GO:BP","nucleoside diphosphate phosphorylation",2.25291926754904e-05,19,532,11,0.0206766917293233,0.578947368421053,5290,2215
"52","GO:0099080","GO:CC","supramolecular complex",2.31480064212614e-05,113,466,26,0.055793991416309,0.230088495575221,5503,3784
"53","GO:0051346","GO:BP","negative regulation of hydrolase activity",2.32139852542897e-05,63,532,21,0.0394736842105263,0.333333333333333,5290,15926
"54","GO:0016469","GO:CC","proton-transporting two-sector ATPase complex",3.20185612159923e-05,40,466,14,0.0300429184549356,0.35,5503,893
"55","GO:0046939","GO:BP","nucleotide phosphorylation",4.20514639205331e-05,20,532,11,0.0206766917293233,0.55,5290,14578
"56","GO:0043086","GO:BP","negative regulation of catalytic activity",4.26534438537702e-05,76,532,23,0.0432330827067669,0.302631578947368,5290,12230
"57","GO:0006757","GO:BP","ATP generation from ADP",5.35907757286774e-05,17,532,10,0.018796992481203,0.588235294117647,5290,2754
"58","GO:0006096","GO:BP","glycolytic process",5.35907757286774e-05,17,532,10,0.018796992481203,0.588235294117647,5290,2152
"59","GO:0044092","GO:BP","negative regulation of molecular function",6.39463687882672e-05,78,532,23,0.0432330827067669,0.294871794871795,5290,12734
"60","GO:0008652","GO:BP","cellular amino acid biosynthetic process",6.82531522078584e-05,29,532,13,0.0244360902255639,0.448275862068966,5290,3685
"61","GO:0009060","GO:BP","aerobic respiration",6.82531522078584e-05,29,532,13,0.0244360902255639,0.448275862068966,5290,3698
"62","GO:1901607","GO:BP","alpha-amino acid biosynthetic process",6.89207520964095e-05,25,532,12,0.0225563909774436,0.48,5290,24899
"63","GO:1901605","GO:BP","alpha-amino acid metabolic process",8.35360931588173e-05,58,532,19,0.0357142857142857,0.327586206896552,5290,24897
"64","GO:0072521","GO:BP","purine-containing compound metabolic process",8.5579382133277e-05,103,532,27,0.0507518796992481,0.262135922330097,5290,20509
"65","GO:0051248","GO:BP","negative regulation of protein metabolic process",9.76358368249545e-05,75,532,22,0.0413533834586466,0.293333333333333,5290,15843
"66","GO:0032269","GO:BP","negative regulation of cellular protein metabolic process",9.76358368249545e-05,75,532,22,0.0413533834586466,0.293333333333333,5290,8708
"67","GO:0006090","GO:BP","pyruvate metabolic process",0.000100073473780355,22,532,11,0.0206766917293233,0.5,5290,2149
"68","GO:0005737","GO:CC","cytoplasm",0.000130738720771403,954,466,116,0.248927038626609,0.121593291404612,5503,402
"69","GO:1901135","GO:BP","carbohydrate derivative metabolic process",0.000142433705337084,297,532,55,0.103383458646617,0.185185185185185,5290,24468
"70","GO:0009179","GO:BP","purine ribonucleoside diphosphate metabolic process",0.000154266047656527,23,532,11,0.0206766917293233,0.478260869565217,5290,3812
"71","GO:0009132","GO:BP","nucleoside diphosphate metabolic process",0.000154266047656527,27,532,12,0.0225563909774436,0.444444444444444,5290,3766
"72","GO:0009185","GO:BP","ribonucleoside diphosphate metabolic process",0.000154266047656527,23,532,11,0.0206766917293233,0.478260869565217,5290,3818
"73","GO:0009135","GO:BP","purine nucleoside diphosphate metabolic process",0.000154266047656527,23,532,11,0.0206766917293233,0.478260869565217,5290,3769
"74","GO:0006790","GO:BP","sulfur compound metabolic process",0.000228227248315042,97,532,25,0.0469924812030075,0.257731958762887,5290,2780
"75","GO:0045333","GO:BP","cellular respiration",0.000236433204683677,47,532,16,0.0300751879699248,0.340425531914894,5290,13338
"76","GO:0046031","GO:BP","ADP metabolic process",0.000236433204683677,20,532,10,0.018796992481203,0.5,5290,13853
"77","GO:0044272","GO:BP","sulfur compound biosynthetic process",0.000236433204683677,63,532,19,0.0357142857142857,0.301587301587302,5290,12812
"78","GO:0006099","GO:BP","tricarboxylic acid cycle",0.000236433204683677,24,532,11,0.0206766917293233,0.458333333333333,5290,2155
"79","GO:0005622","GO:CC","intracellular",0.000295774341882311,1992,466,210,0.450643776824034,0.105421686746988,5503,299
"80","GO:0016052","GO:BP","carbohydrate catabolic process",0.00036973007175419,25,532,11,0.0206766917293233,0.44,5290,5702
"81","GO:0006006","GO:BP","glucose metabolic process",0.000725373252177792,11,532,7,0.0131578947368421,0.636363636363636,5290,2068
"82","GO:0051172","GO:BP","negative regulation of nitrogen compound metabolic process",0.000871962925715937,105,532,25,0.0469924812030075,0.238095238095238,5290,15781
"83","GO:0006163","GO:BP","purine nucleotide metabolic process",0.00089903033489025,99,532,24,0.0451127819548872,0.242424242424242,5290,2213
"84","GO:0032787","GO:BP","monocarboxylic acid metabolic process",0.000906231364460546,69,532,19,0.0357142857142857,0.27536231884058,5290,9094
"85","GO:0000785","GO:CC","chromatin",0.000928945858174832,59,466,15,0.0321888412017167,0.254237288135593,5503,111
"86","GO:0043229","GO:CC","intracellular organelle",0.00109781036353209,1638,466,175,0.375536480686695,0.106837606837607,5503,2151
"87","GO:0033176","GO:CC","proton-transporting V-type ATPase complex",0.00131740116222509,25,466,9,0.01931330472103,0.36,5503,1644
"88","GO:0016053","GO:BP","organic acid biosynthetic process",0.00141830648739848,54,532,16,0.0300751879699248,0.296296296296296,5290,5703
"89","GO:0009150","GO:BP","purine ribonucleotide metabolic process",0.00151834992605549,96,532,23,0.0432330827067669,0.239583333333333,5290,3784
"90","GO:0051287","GO:MF","NAD binding",0.00151904463398548,30,701,12,0.0171184022824536,0.4,6552,9199
"91","GO:0005200","GO:MF","structural constituent of cytoskeleton",0.00169340619495282,18,701,9,0.0128388017118402,0.5,6552,1714
"92","GO:0015980","GO:BP","energy derivation by oxidation of organic compounds",0.00175287966862925,55,532,16,0.0300751879699248,0.290909090909091,5290,5672
"93","GO:0015935","GO:CC","small ribosomal subunit",0.00177836428287472,16,466,7,0.0150214592274678,0.4375,5503,858
"94","GO:0010605","GO:BP","negative regulation of macromolecule metabolic process",0.00202219784841189,158,532,32,0.0601503759398496,0.20253164556962,5290,4792
"95","GO:0044283","GO:BP","small molecule biosynthetic process",0.00203252299399477,98,532,23,0.0432330827067669,0.23469387755102,5290,12819
"96","GO:0006022","GO:BP","aminoglycan metabolic process",0.00211694894653165,56,532,16,0.0300751879699248,0.285714285714286,5290,2082
"97","GO:0051213","GO:MF","dioxygenase activity",0.00227451293617994,27,701,11,0.0156918687589158,0.407407407407407,6552,9191
"98","GO:0006979","GO:BP","response to oxidative stress",0.00229140692523713,74,532,19,0.0357142857142857,0.256756756756757,5290,2942
"99","GO:0031324","GO:BP","negative regulation of cellular metabolic process",0.00229419869184456,112,532,25,0.0469924812030075,0.223214285714286,5290,8321
"100","GO:0045261","GO:CC","proton-transporting ATP synthase complex, catalytic core F(1)",0.00233363471825356,5,466,4,0.00858369098712446,0.8,5503,2490
"101","GO:0099513","GO:CC","polymeric cytoskeletal fiber",0.00236782845329863,58,466,14,0.0300429184549356,0.241379310344828,5503,3816
"102","GO:0016903","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors",0.00239924262814261,23,701,10,0.014265335235378,0.434782608695652,6552,3896
"103","GO:0005509","GO:MF","calcium ion binding",0.00265126359773461,148,701,32,0.0456490727532097,0.216216216216216,6552,1895
"104","GO:0043226","GO:CC","organelle",0.00345801954101862,1699,466,177,0.379828326180258,0.104178928781636,5503,2148
"105","GO:0009892","GO:BP","negative regulation of metabolic process",0.00346338830752702,163,532,32,0.0601503759398496,0.196319018404908,5290,4253
"106","GO:0016836","GO:MF","hydro-lyase activity",0.00354093244757067,16,701,8,0.0114122681883024,0.5,6552,3830
"107","GO:0036379","GO:CC","myofilament",0.00355750812579794,9,466,5,0.0107296137339056,0.555555555555556,5503,1962
"108","GO:0030017","GO:CC","sarcomere",0.00367802194223305,29,466,9,0.01931330472103,0.310344827586207,5503,1042
"109","GO:0030016","GO:CC","myofibril",0.00367802194223305,29,466,9,0.01931330472103,0.310344827586207,5503,1041
"110","GO:0046394","GO:BP","carboxylic acid biosynthetic process",0.00372032440248955,53,532,15,0.0281954887218045,0.283018867924528,5290,14211
"111","GO:0005874","GO:CC","microtubule",0.00389378792964995,48,466,12,0.0257510729613734,0.25,5503,522
"112","GO:0009259","GO:BP","ribonucleotide metabolic process",0.00407399726229438,103,532,23,0.0432330827067669,0.223300970873786,5290,3891
"113","GO:0019693","GO:BP","ribose phosphate metabolic process",0.00407399726229438,103,532,23,0.0432330827067669,0.223300970873786,5290,6968
"114","GO:0042278","GO:BP","purine nucleoside metabolic process",0.00429375140891926,14,532,7,0.0131578947368421,0.5,5290,11737
"115","GO:0046128","GO:BP","purine ribonucleoside metabolic process",0.00429375140891926,14,532,7,0.0131578947368421,0.5,5290,13950
"116","GO:0005856","GO:CC","cytoskeleton",0.00453948182685053,182,466,29,0.0622317596566524,0.159340659340659,5503,509
"117","GO:0016471","GO:CC","vacuolar proton-transporting V-type ATPase complex",0.00499482981478639,6,466,4,0.00858369098712446,0.666666666666667,5503,894
"118","GO:0043292","GO:CC","contractile fiber",0.0054022758653086,37,466,10,0.0214592274678112,0.27027027027027,5503,2171
"119","GO:0005773","GO:CC","vacuole",0.00547049950444215,31,466,9,0.01931330472103,0.290322580645161,5503,434
"120","GO:0015934","GO:CC","large ribosomal subunit",0.00637108205186011,15,466,6,0.0128755364806867,0.4,5503,857
"121","GO:0046982","GO:MF","protein heterodimerization activity",0.00649361019824594,51,701,15,0.021398002853067,0.294117647058824,6552,7434
"122","GO:0009119","GO:BP","ribonucleoside metabolic process",0.00724952069614956,15,532,7,0.0131578947368421,0.466666666666667,5290,3755
"123","GO:0016702","GO:MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",0.00882793253349705,14,701,7,0.00998573466476462,0.5,6552,3706
"124","GO:0019842","GO:MF","vitamin binding",0.00928717710866978,53,701,15,0.021398002853067,0.283018867924528,6552,4632
"125","GO:0009084","GO:BP","glutamine family amino acid biosynthetic process",0.00996591879555796,8,532,5,0.0093984962406015,0.625,5290,3722
"126","GO:0055086","GO:BP","nucleobase-containing small molecule metabolic process",0.0106178033775997,174,532,32,0.0601503759398496,0.183908045977011,5290,16938
"127","GO:1901071","GO:BP","glucosamine-containing compound metabolic process",0.011282516268131,16,532,7,0.0131578947368421,0.4375,5290,24405
"128","GO:0016835","GO:MF","carbon-oxygen lyase activity",0.0124100121937538,19,701,8,0.0114122681883024,0.421052631578947,6552,3829
"129","GO:0016701","GO:MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",0.0128859537091335,15,701,7,0.00998573466476462,0.466666666666667,6552,3705
"130","GO:0033180","GO:CC","proton-transporting V-type ATPase, V1 domain",0.0134112245834371,12,466,5,0.0107296137339056,0.416666666666667,5503,1648
"131","GO:0032580","GO:CC","Golgi cisterna membrane",0.0134112245834371,12,466,5,0.0107296137339056,0.416666666666667,5503,1562
"132","GO:0032982","GO:CC","myosin filament",0.0141249717764016,4,466,3,0.00643776824034335,0.75,5503,1588
"133","GO:0005863","GO:CC","striated muscle myosin thick filament",0.0141249717764016,4,466,3,0.00643776824034335,0.75,5503,514
"134","GO:0016459","GO:CC","myosin complex",0.0163235902068897,18,466,6,0.0128755364806867,0.333333333333333,5503,889
"135","GO:1990204","GO:CC","oxidoreductase complex",0.0163235902068897,18,466,6,0.0128755364806867,0.333333333333333,5503,4198
"136","GO:0000097","GO:BP","sulfur amino acid biosynthetic process",0.0197166201489126,9,532,5,0.0093984962406015,0.555555555555556,5290,55
"137","GO:0046130","GO:BP","purine ribonucleoside catabolic process",0.0209581272636563,3,532,3,0.0056390977443609,1,5290,13952
"138","GO:0006152","GO:BP","purine nucleoside catabolic process",0.0209581272636563,3,532,3,0.0056390977443609,1,5290,2205
"139","GO:0006542","GO:BP","glutamine biosynthetic process",0.0209581272636563,3,532,3,0.0056390977443609,1,5290,2549
"140","GO:0072523","GO:BP","purine-containing compound catabolic process",0.0209581272636563,3,532,3,0.0056390977443609,1,5290,20511
"141","GO:0015629","GO:CC","actin cytoskeleton",0.0212838603737301,45,466,10,0.0214592274678112,0.222222222222222,5503,855
"142","GO:0008184","GO:MF","glycogen phosphorylase activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,2041
"143","GO:0102499","GO:MF","SHG alpha-glucan phosphorylase activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,11023
"144","GO:0102250","GO:MF","linear malto-oligosaccharide phosphorylase activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,10787
"145","GO:0050661","GO:MF","NADP binding",0.0229837875613857,17,701,7,0.00998573466476462,0.411764705882353,6552,9109
"146","GO:0016639","GO:MF","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,3651
"147","GO:0043891","GO:MF","glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,7061
"148","GO:0004356","GO:MF","glutamate-ammonia ligase activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,986
"149","GO:0016211","GO:MF","ammonia ligase activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,3480
"150","GO:0004365","GO:MF","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",0.0229837875613857,3,701,3,0.00427960057061341,1,6552,995
"151","GO:0016620","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.0229837875613857,17,701,7,0.00998573466476462,0.411764705882353,6552,3632
"152","GO:0006040","GO:BP","amino sugar metabolic process",0.0241899267833926,18,532,7,0.0131578947368421,0.388888888888889,5290,2100
"153","GO:0009064","GO:BP","glutamine family amino acid metabolic process",0.0250014650546251,23,532,8,0.0150375939849624,0.347826086956522,5290,3702
"154","GO:0048584","GO:BP","positive regulation of response to stimulus",0.0285353869529245,91,532,19,0.0357142857142857,0.208791208791209,5290,15024
"155","GO:0051336","GO:BP","regulation of hydrolase activity",0.0285353869529245,126,532,24,0.0451127819548872,0.19047619047619,5290,15916
"156","GO:0006030","GO:BP","chitin metabolic process",0.0289726718121305,14,532,6,0.0112781954887218,0.428571428571429,5290,2090
"157","GO:0022626","GO:CC","cytosolic ribosome",0.0301510634015395,5,466,3,0.00643776824034335,0.6,5503,1034
"158","GO:0016616","GO:MF","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.0314520169854433,33,701,10,0.014265335235378,0.303030303030303,6552,3629
"159","GO:0000096","GO:BP","sulfur amino acid metabolic process",0.0317759420797984,10,532,5,0.0093984962406015,0.5,5290,54
"160","GO:0019318","GO:BP","hexose metabolic process",0.0318073489864093,24,532,8,0.0150375939849624,0.333333333333333,5290,6614
"161","GO:0018208","GO:BP","peptidyl-proline modification",0.0318073489864093,24,532,8,0.0150375939849624,0.333333333333333,5290,6140
"162","GO:0070469","GO:CC","respirasome",0.0358502090570698,21,466,6,0.0128755364806867,0.285714285714286,5503,2852
"163","GO:0022627","GO:CC","cytosolic small ribosomal subunit",0.0373906190912009,2,466,2,0.00429184549356223,1,5503,1035
"164","GO:0060417","GO:CC","yolk",0.0373906190912009,2,466,2,0.00429184549356223,1,5503,2629
"165","GO:0042718","GO:CC","yolk granule",0.0373906190912009,2,466,2,0.00429184549356223,1,5503,2098
"166","GO:0030234","GO:MF","enzyme regulator activity",0.0391365920537408,143,701,27,0.0385164051355207,0.188811188811189,6552,4810
"167","GO:0016879","GO:MF","ligase activity, forming carbon-nitrogen bonds",0.043714544399628,24,701,8,0.0114122681883024,0.333333333333333,6552,3872
"168","GO:0016614","GO:MF","oxidoreductase activity, acting on CH-OH group of donors",0.0468202192662371,35,701,10,0.014265335235378,0.285714285714286,6552,3627
"169","GO:0019866","GO:CC","organelle inner membrane",0.047178568908261,67,466,12,0.0257510729613734,0.17910447761194,5503,1000
"170","GO:0005743","GO:CC","mitochondrial inner membrane",0.047178568908261,67,466,12,0.0257510729613734,0.17910447761194,5503,407
"171","GO:0005694","GO:CC","chromosome",0.047178568908261,100,466,16,0.0343347639484979,0.16,5503,363
"172","GO:0048519","GO:BP","negative regulation of biological process",0.0476602360458069,263,532,41,0.0770676691729323,0.155893536121673,5290,14969
"173","GO:0060102","GO:CC","collagen and cuticulin-based cuticle extracellular matrix",0.0479956885365248,6,466,3,0.00643776824034335,0.5,5503,2604
"174","GO:0015078","GO:MF","proton transmembrane transporter activity",0.0496155614961874,59,701,14,0.0199714693295292,0.23728813559322,6552,2933
"175","GO:0008061","GO:MF","chitin binding",0.0496155614961874,15,701,6,0.00855920114122682,0.4,6552,1964
"176","GO:0006753","GO:BP","nucleoside phosphate metabolic process",0.0498896217895427,147,532,26,0.0488721804511278,0.17687074829932,5290,2750
"177","GO:1901659","GO:BP","glycosyl compound biosynthetic process",0.0498896217895427,11,532,5,0.0093984962406015,0.454545454545455,5290,24946
"178","GO:1902884","GO:BP","positive regulation of response to oxidative stress",0.0498896217895427,37,532,10,0.018796992481203,0.27027027027027,5290,26030
