"","term_id","source","term_name","p_value","term_size","query_size","intersection_size","precision","recall","effective_domain_size","source_order"
"31","GO:0044815","GO:CC","DNA packaging complex",6.13688248940967e-07,37,512,16,0.03125,0.432432432432432,5690,2438
"32","GO:0000786","GO:CC","nucleosome",6.13688248940967e-07,37,512,16,0.03125,0.432432432432432,5690,112
"33","GO:0032993","GO:CC","protein-DNA complex",8.92028579471957e-07,38,512,16,0.03125,0.421052631578947,5690,1592
"34","GO:0046031","GO:BP","ADP metabolic process",1.0561714698381e-06,19,538,12,0.0223048327137546,0.631578947368421,5356,13853
"35","GO:0006090","GO:BP","pyruvate metabolic process",1.67907557217802e-06,23,538,13,0.0241635687732342,0.565217391304348,5356,2149
"36","GO:0006165","GO:BP","nucleoside diphosphate phosphorylation",1.7547797376287e-06,20,538,12,0.0223048327137546,0.6,5356,2215
"37","GO:0009185","GO:BP","ribonucleoside diphosphate metabolic process",1.7547797376287e-06,20,538,12,0.0223048327137546,0.6,5356,3818
"38","GO:0046939","GO:BP","nucleotide phosphorylation",1.7547797376287e-06,20,538,12,0.0223048327137546,0.6,5356,14578
"39","GO:0009179","GO:BP","purine ribonucleoside diphosphate metabolic process",1.7547797376287e-06,20,538,12,0.0223048327137546,0.6,5356,3812
"40","GO:0032787","GO:BP","monocarboxylic acid metabolic process",1.7547797376287e-06,62,538,22,0.0408921933085502,0.354838709677419,5356,9094
"41","GO:0009135","GO:BP","purine nucleoside diphosphate metabolic process",1.7547797376287e-06,20,538,12,0.0223048327137546,0.6,5356,3769
"42","GO:0005856","GO:CC","cytoskeleton",2.4221479615017e-06,140,512,33,0.064453125,0.235714285714286,5690,509
"43","GO:0006099","GO:BP","tricarboxylic acid cycle",2.46698074819576e-06,24,538,13,0.0241635687732342,0.541666666666667,5356,2155
"44","GO:0016052","GO:BP","carbohydrate catabolic process",4.50566454606968e-06,25,538,13,0.0241635687732342,0.52,5356,5702
"45","GO:0006520","GO:BP","cellular amino acid metabolic process",8.43131658451327e-06,112,538,30,0.0557620817843866,0.267857142857143,5356,2527
"46","GO:0006508","GO:BP","proteolysis",1.05353034219858e-05,671,538,106,0.197026022304833,0.157973174366617,5356,2517
"47","GO:0009060","GO:BP","aerobic respiration",1.29757665219358e-05,27,538,13,0.0241635687732342,0.481481481481481,5356,3698
"48","GO:0032991","GO:CC","protein-containing complex",1.53099097467261e-05,662,512,95,0.185546875,0.143504531722054,5690,1590
"49","GO:0009132","GO:BP","nucleoside diphosphate metabolic process",2.09456593525809e-05,24,538,12,0.0223048327137546,0.5,5356,3766
"50","GO:0015078","GO:MF","proton transmembrane transporter activity",3.61738773811148e-05,55,737,20,0.0271370420624152,0.363636363636364,7061,2933
"51","GO:0045333","GO:BP","cellular respiration",3.78843808217312e-05,38,538,15,0.0278810408921933,0.394736842105263,5356,13338
"52","GO:0033177","GO:CC","proton-transporting two-sector ATPase complex, proton-transporting domain",5.69432486022168e-05,17,512,9,0.017578125,0.529411764705882,5690,1645
"53","GO:0019866","GO:CC","organelle inner membrane",5.69432486022168e-05,56,512,17,0.033203125,0.303571428571429,5690,1000
"54","GO:0005743","GO:CC","mitochondrial inner membrane",5.69432486022168e-05,56,512,17,0.033203125,0.303571428571429,5690,407
"55","GO:0006006","GO:BP","glucose metabolic process",8.1778150506414e-05,12,538,8,0.0148698884758364,0.666666666666667,5356,2068
"56","GO:0033176","GO:CC","proton-transporting V-type ATPase complex",9.02353285071184e-05,22,512,10,0.01953125,0.454545454545455,5690,1644
"57","GO:0000785","GO:CC","chromatin",0.000104525180694366,53,512,16,0.03125,0.30188679245283,5690,111
"58","GO:0045259","GO:CC","proton-transporting ATP synthase complex",0.000117039530727623,11,512,7,0.013671875,0.636363636363636,5690,2488
"59","GO:0033178","GO:CC","proton-transporting two-sector ATPase complex, catalytic domain",0.000143581396375318,15,512,8,0.015625,0.533333333333333,5690,1646
"60","GO:0015935","GO:CC","small ribosomal subunit",0.000143581396375318,15,512,8,0.015625,0.533333333333333,5690,858
"61","GO:1901135","GO:BP","carbohydrate derivative metabolic process",0.00020380260708246,291,538,53,0.0985130111524164,0.18213058419244,5356,24468
"62","GO:0019538","GO:BP","protein metabolic process",0.000249392278928377,1677,538,213,0.395910780669145,0.12701252236136,5356,6824
"63","GO:0019318","GO:BP","hexose metabolic process",0.000252699299742911,25,538,11,0.0204460966542751,0.44,5356,6614
"64","GO:1901575","GO:BP","organic substance catabolic process",0.000266160122283376,200,538,40,0.0743494423791822,0.2,5356,24874
"65","GO:0015980","GO:BP","energy derivation by oxidation of organic compounds",0.000366079699153922,45,538,15,0.0278810408921933,0.333333333333333,5356,5672
"66","GO:0098796","GO:CC","membrane protein complex",0.000373709045485211,163,512,31,0.060546875,0.190184049079755,5690,3660
"67","GO:0015934","GO:CC","large ribosomal subunit",0.000422424108235044,17,512,8,0.015625,0.470588235294118,5690,857
"68","GO:0005740","GO:CC","mitochondrial envelope",0.000458654908238666,86,512,20,0.0390625,0.232558139534884,5690,404
"69","GO:1901136","GO:BP","carbohydrate derivative catabolic process",0.000469413172437526,11,538,7,0.0130111524163569,0.636363636363636,5356,24469
"70","GO:0045261","GO:CC","proton-transporting ATP synthase complex, catalytic core F(1)",0.000531366363007671,4,512,4,0.0078125,1,5690,2490
"71","GO:0042302","GO:MF","structural constituent of cuticle",0.000548074418088369,65,737,20,0.0271370420624152,0.307692307692308,7061,6692
"72","GO:0019842","GO:MF","vitamin binding",0.000548074418088369,55,737,18,0.0244233378561737,0.327272727272727,7061,4632
"73","GO:0005996","GO:BP","monosaccharide metabolic process",0.000552851661664593,27,538,11,0.0204460966542751,0.407407407407407,5356,2058
"74","GO:0015629","GO:CC","actin cytoskeleton",0.000597052120295218,38,512,12,0.0234375,0.315789473684211,5690,855
"75","GO:0009056","GO:BP","catabolic process",0.000601326049113234,222,538,42,0.0780669144981413,0.189189189189189,5356,3694
"76","GO:0033179","GO:CC","proton-transporting V-type ATPase, V0 domain",0.000601478538792562,10,512,6,0.01171875,0.6,5690,1647
"77","GO:0006022","GO:BP","aminoglycan metabolic process",0.000606119346585761,58,538,17,0.0315985130111524,0.293103448275862,5356,2082
"78","GO:0051346","GO:BP","negative regulation of hydrolase activity",0.000606119346585761,58,538,17,0.0315985130111524,0.293103448275862,5356,15926
"79","GO:1902600","GO:BP","proton transmembrane transport",0.000606119346585761,42,538,14,0.0260223048327138,0.333333333333333,5356,25784
"80","GO:0072521","GO:BP","purine-containing compound metabolic process",0.000697180520393368,107,538,25,0.0464684014869888,0.233644859813084,5356,20509
"81","GO:0010951","GO:BP","negative regulation of endopeptidase activity",0.000708325427588506,48,538,15,0.0278810408921933,0.3125,5356,5112
"82","GO:0052548","GO:BP","regulation of endopeptidase activity",0.000708325427588506,48,538,15,0.0278810408921933,0.3125,5356,16809
"83","GO:0031966","GO:CC","mitochondrial membrane",0.00072196544615768,76,512,18,0.03515625,0.236842105263158,5690,1459
"84","GO:0016903","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors",0.000800290393782819,24,737,11,0.0149253731343284,0.458333333333333,7061,3896
"85","GO:0015986","GO:BP","ATP synthesis coupled proton transport",0.000807274991958768,12,538,7,0.0130111524163569,0.583333333333333,5356,5678
"86","GO:0006754","GO:BP","ATP biosynthetic process",0.000807274991958768,12,538,7,0.0130111524163569,0.583333333333333,5356,2751
"87","GO:0015985","GO:BP","energy coupled proton transport, down electrochemical gradient",0.000807274991958768,12,538,7,0.0130111524163569,0.583333333333333,5356,5677
"88","GO:0005576","GO:CC","extracellular region",0.00082652099753986,172,512,31,0.060546875,0.180232558139535,5690,256
"89","GO:0008233","GO:MF","peptidase activity",0.00100080356898957,563,737,90,0.122116689280868,0.159857904085258,7061,2064
"90","GO:0004867","GO:MF","serine-type endopeptidase inhibitor activity",0.00134302516129957,30,737,12,0.0162822252374491,0.4,7061,1436
"91","GO:0099512","GO:CC","supramolecular fiber",0.00140113068463252,54,512,14,0.02734375,0.259259259259259,5690,3815
"92","GO:0099081","GO:CC","supramolecular polymer",0.00140113068463252,54,512,14,0.02734375,0.259259259259259,5690,3785
"93","GO:0045861","GO:BP","negative regulation of proteolysis",0.00140606771781965,51,538,15,0.0278810408921933,0.294117647058824,5356,13697
"94","GO:0010466","GO:BP","negative regulation of peptidase activity",0.00140606771781965,51,538,15,0.0278810408921933,0.294117647058824,5356,4688
"95","GO:0009145","GO:BP","purine nucleoside triphosphate biosynthetic process",0.0014299932706804,13,538,7,0.0130111524163569,0.538461538461538,5356,3779
"96","GO:0009144","GO:BP","purine nucleoside triphosphate metabolic process",0.0014299932706804,13,538,7,0.0130111524163569,0.538461538461538,5356,3778
"97","GO:0009205","GO:BP","purine ribonucleoside triphosphate metabolic process",0.0014299932706804,13,538,7,0.0130111524163569,0.538461538461538,5356,3838
"98","GO:0009206","GO:BP","purine ribonucleoside triphosphate biosynthetic process",0.0014299932706804,13,538,7,0.0130111524163569,0.538461538461538,5356,3839
"99","GO:0043086","GO:BP","negative regulation of catalytic activity",0.00144349812360248,63,538,17,0.0315985130111524,0.26984126984127,5356,12230
"100","GO:0044092","GO:BP","negative regulation of molecular function",0.00144349812360248,63,538,17,0.0315985130111524,0.26984126984127,5356,12734
"101","GO:0009058","GO:BP","biosynthetic process",0.0015538886479377,1094,538,144,0.267657992565056,0.131627056672761,5356,3696
"102","GO:0005509","GO:MF","calcium ion binding",0.00181192866264096,134,737,30,0.0407055630936228,0.223880597014925,7061,1895
"103","GO:0046982","GO:MF","protein heterodimerization activity",0.00181192866264096,51,737,16,0.0217096336499322,0.313725490196078,7061,7434
"104","GO:0006163","GO:BP","purine nucleotide metabolic process",0.00190660364145772,102,538,23,0.0427509293680297,0.225490196078431,5356,2213
"105","GO:0022626","GO:CC","cytosolic ribosome",0.00194364809109876,5,512,4,0.0078125,0.8,5690,1034
"106","GO:0061135","GO:MF","endopeptidase regulator activity",0.00210174399949786,47,737,15,0.0203527815468114,0.319148936170213,7061,9677
"107","GO:0004866","GO:MF","endopeptidase inhibitor activity",0.00210174399949786,47,737,15,0.0203527815468114,0.319148936170213,7061,1435
"108","GO:0031967","GO:CC","organelle envelope",0.002195955793549,98,512,20,0.0390625,0.204081632653061,5690,1460
"109","GO:0031975","GO:CC","envelope",0.002195955793549,98,512,20,0.0390625,0.204081632653061,5690,1467
"110","GO:0016874","GO:MF","ligase activity",0.00226321125875415,88,737,22,0.0298507462686567,0.25,7061,3868
"111","GO:0070279","GO:MF","vitamin B6 binding",0.00226321125875415,38,737,13,0.0176390773405699,0.342105263157895,7061,9928
"112","GO:0004857","GO:MF","enzyme inhibitor activity",0.00226321125875415,59,737,17,0.0230664857530529,0.288135593220339,7061,1427
"113","GO:0030170","GO:MF","pyridoxal phosphate binding",0.00226321125875415,38,737,13,0.0176390773405699,0.342105263157895,7061,4793
"114","GO:0022900","GO:BP","electron transport chain",0.00227156616924145,48,538,14,0.0260223048327138,0.291666666666667,5356,7671
"115","GO:0050661","GO:MF","NADP binding",0.00231533762614462,16,737,8,0.0108548168249661,0.5,7061,9109
"116","GO:0016830","GO:MF","carbon-carbon lyase activity",0.00231533762614462,20,737,9,0.0122116689280868,0.45,7061,3824
"117","GO:0016459","GO:CC","myosin complex",0.00236744538290628,17,512,7,0.013671875,0.411764705882353,5690,889
"118","GO:0052547","GO:BP","regulation of peptidase activity",0.00241353218987383,54,538,15,0.0278810408921933,0.277777777777778,5356,16808
"119","GO:0005739","GO:CC","mitochondrion",0.00288682215266602,178,512,30,0.05859375,0.168539325842697,5690,403
"120","GO:0098754","GO:BP","detoxification",0.00289816653841911,28,538,10,0.0185873605947955,0.357142857142857,5356,22283
"121","GO:0009636","GO:BP","response to toxic substance",0.00289816653841911,28,538,10,0.0185873605947955,0.357142857142857,5356,4039
"122","GO:0097237","GO:BP","cellular response to toxic substance",0.00289816653841911,28,538,10,0.0185873605947955,0.357142857142857,5356,21927
"123","GO:1990748","GO:BP","cellular detoxification",0.00289816653841911,28,538,10,0.0185873605947955,0.357142857142857,5356,29142
"124","GO:0009150","GO:BP","purine ribonucleotide metabolic process",0.00297321976672072,99,538,22,0.0408921933085502,0.222222222222222,5356,3784
"125","GO:0030414","GO:MF","peptidase inhibitor activity",0.00303364457823983,50,737,15,0.0203527815468114,0.3,7061,4899
"126","GO:1901576","GO:BP","organic substance biosynthetic process",0.00352005004578539,1061,538,138,0.256505576208178,0.130065975494816,5356,24875
"127","GO:0044282","GO:BP","small molecule catabolic process",0.00363923976508483,34,538,11,0.0204460966542751,0.323529411764706,5356,12818
"128","GO:0044271","GO:BP","cellular nitrogen compound biosynthetic process",0.00363923976508483,786,538,107,0.198884758364312,0.136132315521628,5356,12811
"129","GO:0099080","GO:CC","supramolecular complex",0.00380623903119535,60,512,14,0.02734375,0.233333333333333,5690,3784
"130","GO:0005853","GO:CC","eukaryotic translation elongation factor 1 complex",0.00395793124613572,3,512,3,0.005859375,1,5690,507
"131","GO:0006979","GO:BP","response to oxidative stress",0.00403172797399463,63,538,16,0.0297397769516729,0.253968253968254,5356,2942
"132","GO:0071704","GO:BP","organic substance metabolic process",0.00420007407840082,3231,538,361,0.671003717472119,0.11173011451563,5356,19850
"133","GO:0051287","GO:MF","NAD binding",0.00455649162420514,31,737,11,0.0149253731343284,0.354838709677419,7061,9199
"134","GO:0055086","GO:BP","nucleobase-containing small molecule metabolic process",0.00462623147695995,173,538,32,0.0594795539033457,0.184971098265896,5356,16938
"135","GO:0046395","GO:BP","carboxylic acid catabolic process",0.00491480541939551,25,538,9,0.016728624535316,0.36,5356,14212
"136","GO:0016054","GO:BP","organic acid catabolic process",0.00491480541939551,25,538,9,0.016728624535316,0.36,5356,5704
"137","GO:0009142","GO:BP","nucleoside triphosphate biosynthetic process",0.00519880353173255,16,538,7,0.0130111524163569,0.4375,5356,3776
"138","GO:0009199","GO:BP","ribonucleoside triphosphate metabolic process",0.00519880353173255,16,538,7,0.0130111524163569,0.4375,5356,3832
"139","GO:0009201","GO:BP","ribonucleoside triphosphate biosynthetic process",0.00519880353173255,16,538,7,0.0130111524163569,0.4375,5356,3834
"140","GO:0019693","GO:BP","ribose phosphate metabolic process",0.00519880353173255,104,538,22,0.0408921933085502,0.211538461538462,5356,6968
"141","GO:0009259","GO:BP","ribonucleotide metabolic process",0.00519880353173255,104,538,22,0.0408921933085502,0.211538461538462,5356,3891
"142","GO:0016620","GO:MF","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.00543450215853545,18,737,8,0.0108548168249661,0.444444444444444,7061,3632
"143","GO:0061134","GO:MF","peptidase regulator activity",0.00543450215853545,53,737,15,0.0203527815468114,0.283018867924528,7061,9676
"144","GO:0006418","GO:BP","tRNA aminoacylation for protein translation",0.00549161305658849,36,538,11,0.0204460966542751,0.305555555555556,5356,2441
"145","GO:1990904","GO:CC","ribonucleoprotein complex",0.00550762024576805,91,512,18,0.03515625,0.197802197802198,5690,4447
"146","GO:0044249","GO:BP","cellular biosynthetic process",0.00613964957519997,1042,538,134,0.24907063197026,0.128598848368522,5356,12797
"147","GO:0032269","GO:BP","negative regulation of cellular protein metabolic process",0.00614950192635397,60,538,15,0.0278810408921933,0.25,5356,8708
"148","GO:0030162","GO:BP","regulation of proteolysis",0.00614950192635397,60,538,15,0.0278810408921933,0.25,5356,7779
"149","GO:0051248","GO:BP","negative regulation of protein metabolic process",0.00614950192635397,60,538,15,0.0278810408921933,0.25,5356,15843
"150","GO:0099513","GO:CC","polymeric cytoskeletal fiber",0.00647564614894127,50,512,12,0.0234375,0.24,5690,3816
"151","GO:0005615","GO:CC","extracellular space",0.00795966109396422,65,512,14,0.02734375,0.215384615384615,5690,293
"152","GO:0098869","GO:BP","cellular oxidant detoxification",0.00819857341679015,27,538,9,0.016728624535316,0.333333333333333,5356,22343
"153","GO:0006457","GO:BP","protein folding",0.00850829744253854,38,538,11,0.0204460966542751,0.289473684210526,5356,2471
"154","GO:0006027","GO:BP","glycosaminoglycan catabolic process",0.00890231893460386,3,538,3,0.00557620817843866,1,5356,2087
"155","GO:0016539","GO:BP","intein-mediated protein splicing",0.00890231893460386,3,538,3,0.00557620817843866,1,5356,5876
"156","GO:0030908","GO:BP","protein splicing",0.00890231893460386,3,538,3,0.00557620817843866,1,5356,8110
"157","GO:0000270","GO:BP","peptidoglycan metabolic process",0.00890231893460386,3,538,3,0.00557620817843866,1,5356,119
"158","GO:0009253","GO:BP","peptidoglycan catabolic process",0.00890231893460386,3,538,3,0.00557620817843866,1,5356,3885
"159","GO:0043039","GO:BP","tRNA aminoacylation",0.0100032974815959,39,538,11,0.0204460966542751,0.282051282051282,5356,12197
"160","GO:0043038","GO:BP","amino acid activation",0.0100032974815959,39,538,11,0.0204460966542751,0.282051282051282,5356,12196
"161","GO:1901071","GO:BP","glucosamine-containing compound metabolic process",0.0125515278982275,14,538,6,0.0111524163568773,0.428571428571429,5356,24405
"162","GO:0030203","GO:BP","glycosaminoglycan metabolic process",0.0125515278982275,46,538,12,0.0223048327137546,0.260869565217391,5356,7803
"163","GO:0070469","GO:CC","respirasome",0.0133318981410791,17,512,6,0.01171875,0.352941176470588,5690,2852
"164","GO:0006753","GO:BP","nucleoside phosphate metabolic process",0.0133448507488849,149,538,27,0.050185873605948,0.181208053691275,5356,2750
"165","GO:0004222","GO:MF","metalloendopeptidase activity",0.013818576703416,303,737,50,0.067842605156038,0.165016501650165,7061,882
"166","GO:0009063","GO:BP","cellular amino acid catabolic process",0.0139730464800629,19,538,7,0.0130111524163569,0.368421052631579,5356,3701
"167","GO:0009141","GO:BP","nucleoside triphosphate metabolic process",0.0139730464800629,19,538,7,0.0130111524163569,0.368421052631579,5356,3775
"168","GO:0008237","GO:MF","metallopeptidase activity",0.0143413790935572,366,737,58,0.0786974219810041,0.158469945355191,7061,2068
"169","GO:0098800","GO:CC","inner mitochondrial membrane protein complex",0.0151485831879009,23,512,7,0.013671875,0.304347826086957,5690,3664
"170","GO:0016616","GO:MF","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.0157714642935663,32,737,10,0.0135685210312076,0.3125,7061,3629
"171","GO:0008184","GO:MF","glycogen phosphorylase activity",0.0157714642935663,3,737,3,0.00407055630936228,1,7061,2041
"172","GO:0016835","GO:MF","carbon-oxygen lyase activity",0.0157714642935663,17,737,7,0.00949796472184532,0.411764705882353,7061,3829
"173","GO:0016853","GO:MF","isomerase activity",0.0157714642935663,66,737,16,0.0217096336499322,0.242424242424242,7061,3847
"174","GO:0016875","GO:MF","ligase activity, forming carbon-oxygen bonds",0.0157714642935663,37,737,11,0.0149253731343284,0.297297297297297,7061,3869
"175","GO:0030246","GO:MF","carbohydrate binding",0.0157714642935663,49,737,13,0.0176390773405699,0.26530612244898,7061,4812
"176","GO:0008443","GO:MF","phosphofructokinase activity",0.0157714642935663,3,737,3,0.00407055630936228,1,7061,2184
"177","GO:0016209","GO:MF","antioxidant activity",0.0157714642935663,27,737,9,0.0122116689280868,0.333333333333333,7061,3478
"178","GO:0004812","GO:MF","aminoacyl-tRNA ligase activity",0.0157714642935663,37,737,11,0.0149253731343284,0.297297297297297,7061,1384
"179","GO:0043891","GO:MF","glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity",0.0157714642935663,3,737,3,0.00407055630936228,1,7061,7061
"180","GO:0004365","GO:MF","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",0.0157714642935663,3,737,3,0.00407055630936228,1,7061,995
"181","GO:0009055","GO:MF","electron transfer activity",0.0157714642935663,37,737,11,0.0149253731343284,0.297297297297297,7061,2675
"182","GO:0102499","GO:MF","SHG alpha-glucan phosphorylase activity",0.0157714642935663,3,737,3,0.00407055630936228,1,7061,11023
"183","GO:0051015","GO:MF","actin filament binding",0.0157714642935663,22,737,8,0.0108548168249661,0.363636363636364,7061,9157
"184","GO:0102250","GO:MF","linear malto-oligosaccharide phosphorylase activity",0.0157714642935663,3,737,3,0.00407055630936228,1,7061,10787
"185","GO:0051172","GO:BP","negative regulation of nitrogen compound metabolic process",0.0160005656959527,73,538,16,0.0297397769516729,0.219178082191781,5356,15781
"186","GO:0046983","GO:MF","protein dimerization activity",0.0168886962532691,100,737,21,0.028493894165536,0.21,7061,7435
"187","GO:0005694","GO:CC","chromosome",0.0175741381837059,86,512,16,0.03125,0.186046511627907,5690,363
"188","GO:0015671","GO:BP","oxygen transport",0.01786218207891,15,538,6,0.0111524163568773,0.4,5356,5398
"189","GO:0034645","GO:BP","cellular macromolecule biosynthetic process",0.01786218207891,802,538,104,0.193308550185874,0.129675810473815,5356,10073
"190","GO:0015669","GO:BP","gas transport",0.01786218207891,15,538,6,0.0111524163568773,0.4,5356,5396
"191","GO:0051213","GO:MF","dioxygenase activity",0.018275182543036,18,737,7,0.00949796472184532,0.388888888888889,7061,9191
"192","GO:0005200","GO:MF","structural constituent of cytoskeleton",0.018275182543036,18,737,7,0.00949796472184532,0.388888888888889,7061,1714
"193","GO:0016868","GO:MF","intramolecular transferase activity, phosphotransferases",0.018275182543036,6,737,4,0.00542740841248304,0.666666666666667,7061,3862
"194","GO:0000502","GO:CC","proteasome complex",0.0189000927888856,24,512,7,0.013671875,0.291666666666667,5690,98
"195","GO:0031324","GO:BP","negative regulation of cellular metabolic process",0.0206565064084969,75,538,16,0.0297397769516729,0.213333333333333,5356,8321
"196","GO:1901701","GO:BP","cellular response to oxygen-containing compound",0.0208761850283711,7,538,4,0.00743494423791822,0.571428571428571,5356,24978
"197","GO:0044242","GO:BP","cellular lipid catabolic process",0.0208761850283711,11,538,5,0.00929368029739777,0.454545454545455,5356,12793
"198","GO:0072593","GO:BP","reactive oxygen species metabolic process",0.0208761850283711,7,538,4,0.00743494423791822,0.571428571428571,5356,20544
"199","GO:1901700","GO:BP","response to oxygen-containing compound",0.0208761850283711,7,538,4,0.00743494423791822,0.571428571428571,5356,24977
"200","GO:0016702","GO:MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",0.0211571281873171,14,737,6,0.00814111261872456,0.428571428571429,7061,3706
"201","GO:0008234","GO:MF","cysteine-type peptidase activity",0.0211571281873171,34,737,10,0.0135685210312076,0.294117647058824,7061,2065
"202","GO:0016614","GO:MF","oxidoreductase activity, acting on CH-OH group of donors",0.0211571281873171,34,737,10,0.0135685210312076,0.294117647058824,7061,3627
"203","GO:0009059","GO:BP","macromolecule biosynthetic process",0.0222234563817409,809,538,104,0.193308550185874,0.128553770086527,5356,3697
"204","GO:0005773","GO:CC","vacuole",0.0228896631860542,19,512,6,0.01171875,0.315789473684211,5690,434
"205","GO:0006040","GO:BP","amino sugar metabolic process",0.0245343746388361,16,538,6,0.0111524163568773,0.375,5356,2100
"206","GO:1901565","GO:BP","organonitrogen compound catabolic process",0.0255420070620898,113,538,21,0.0390334572490706,0.185840707964602,5356,24865
"207","GO:0044238","GO:BP","primary metabolic process",0.0255420070620898,3142,538,345,0.641263940520446,0.109802673456397,5356,12790
"208","GO:0000305","GO:BP","response to oxygen radical",0.0255420070620898,4,538,3,0.00557620817843866,0.75,5356,139
"209","GO:0000303","GO:BP","response to superoxide",0.0255420070620898,4,538,3,0.00557620817843866,0.75,5356,137
"210","GO:0034614","GO:BP","cellular response to reactive oxygen species",0.0255420070620898,4,538,3,0.00557620817843866,0.75,5356,10051
"211","GO:0000302","GO:BP","response to reactive oxygen species",0.0255420070620898,4,538,3,0.00557620817843866,0.75,5356,136
"212","GO:0071450","GO:BP","cellular response to oxygen radical",0.0255420070620898,4,538,3,0.00557620817843866,0.75,5356,19639
"213","GO:0019430","GO:BP","removal of superoxide radicals",0.0255420070620898,4,538,3,0.00557620817843866,0.75,5356,6722
